Identity,GPS Fix Time,date,GPS Fix Attempt,GPS Latitude,GPS Longitude,time,croc name,acoustic tag ID,satellite tag,GPS start,days at large,GPS end,number of fixes (HDOP<4),sex,total length (cm),,
624,10/18/09 7:13 AM,10/18/2009,,-12.37631,142.20697,7:13:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
625,10/18/09 1:14 PM,10/18/2009,,-12.375,142.20187,13:14:34,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
626,10/18/09 4:14 PM,10/18/2009,,-12.37492,142.20217,16:14:29,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
627,10/18/09 7:14 PM,10/18/2009,,-12.3754,142.20403,19:14:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
628,10/19/09 1:15 AM,10/19/2009,,-12.37549,142.20459,1:15:09,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
629,10/19/09 10:11 AM,10/19/2009,,-12.37541,142.2049,10:11:46,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
630,10/19/09 1:10 PM,10/19/2009,,-12.37558,142.20489,13:10:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
631,10/19/09 4:10 PM,10/19/2009,,-12.37544,142.20481,16:10:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
632,10/19/09 7:10 PM,10/19/2009,,-12.37574,142.20497,19:10:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
633,10/19/09 10:10 PM,10/19/2009,,-12.38076,142.19414,22:10:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
634,10/20/09 7:09 AM,10/20/2009,,-12.38233,142.1923,7:09:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
635,10/20/09 1:08 PM,10/20/2009,,-12.37818,142.2083,13:08:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
636,10/20/09 4:07 PM,10/20/2009,,-12.37805,142.20839,16:07:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
637,10/20/09 7:07 PM,10/20/2009,,-12.37821,142.20838,19:07:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
638,10/21/09 1:03 PM,10/21/2009,,-12.37809,142.21752,13:03:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
639,10/21/09 4:03 PM,10/21/2009,,-12.37794,142.21464,16:03:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
640,10/21/09 10:04 PM,10/21/2009,,-12.37596,142.20649,22:04:02,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
641,10/22/09 1:01 AM,10/22/2009,,-12.37588,142.20651,1:01:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
642,10/22/09 9:59 AM,10/22/2009,,-12.38737,142.17575,9:59:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
643,10/22/09 3:58 PM,10/22/2009,,-12.38017,142.19477,15:58:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
644,10/22/09 6:58 PM,10/22/2009,,-12.37685,142.196,18:58:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
645,10/23/09 12:59 AM,10/23/2009,,-12.37908,142.19567,0:59:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
646,10/23/09 3:58 AM,10/23/2009,,-12.3779,142.19585,3:58:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
647,10/23/09 9:56 AM,10/23/2009,,-12.37964,142.19521,9:56:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
648,10/23/09 12:56 PM,10/23/2009,,-12.37963,142.19543,12:56:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
649,10/23/09 6:55 PM,10/23/2009,,-12.37688,142.19618,18:55:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
650,10/24/09 6:53 AM,10/24/2009,,-12.38646,142.18716,6:53:02,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
651,10/24/09 9:52 AM,10/24/2009,,-12.38657,142.17745,9:52:57,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
652,10/24/09 3:51 PM,10/24/2009,,-12.40233,142.1459,15:51:32,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
653,10/24/09 6:49 PM,10/24/2009,,-12.37659,142.12128,18:49:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
654,10/25/09 9:46 AM,10/25/2009,,-12.27029,142.06756,9:46:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
655,10/25/09 12:48 PM,10/25/2009,,-12.27583,142.03927,12:48:50,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
656,10/25/09 3:47 PM,10/25/2009,,-12.26055,141.98044,15:47:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
657,10/25/09 6:46 PM,10/25/2009,,-12.25885,141.93281,18:46:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
658,10/26/09 9:43 AM,10/26/2009,,-12.27352,141.90749,9:43:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
659,10/26/09 3:42 PM,10/26/2009,,-12.24639,141.90286,15:42:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
660,10/26/09 6:42 PM,10/26/2009,,-12.26045,141.94626,18:42:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
661,10/27/09 9:39 AM,10/27/2009,,-12.39054,142.12569,9:39:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
662,10/27/09 12:38 PM,10/27/2009,,-12.40227,142.14238,12:38:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
663,10/27/09 6:37 PM,10/27/2009,,-12.37986,142.19494,18:37:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
664,10/28/09 6:31 PM,10/28/2009,,-12.37834,142.20848,18:31:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
665,10/29/09 3:29 AM,10/29/2009,,-12.37616,142.19639,3:29:32,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
666,10/29/09 6:29 AM,10/29/2009,,-12.37815,142.21498,6:29:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
667,10/29/09 9:29 AM,10/29/2009,,-12.3783,142.21736,9:29:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
668,10/29/09 12:29 PM,10/29/2009,,-12.378,142.21956,12:29:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
669,10/29/09 6:29 PM,10/29/2009,,-12.37864,142.21301,18:29:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
670,10/29/09 9:29 PM,10/29/2009,,-12.37813,142.21511,21:29:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
671,10/30/09 9:27 AM,10/30/2009,,-12.37417,142.19883,9:27:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
672,10/30/09 12:27 PM,10/30/2009,,-12.38922,142.16942,12:27:59,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
673,10/30/09 3:25 PM,10/30/2009,,-12.40067,142.1297,15:25:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
674,10/31/09 3:23 AM,10/31/2009,,-12.39941,142.1282,3:23:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
675,10/31/09 12:20 PM,10/31/2009,,-12.38829,142.11985,12:20:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
676,10/31/09 6:19 PM,10/31/2009,,-12.39074,142.12366,18:19:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
677,11/1/09 9:15 AM,11/1/2009,,-12.40217,142.13433,9:15:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
678,11/1/09 3:15 PM,11/1/2009,,-12.3923,142.14754,15:15:57,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
679,11/1/09 6:14 PM,11/1/2009,,-12.3922,142.14998,18:14:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
680,11/2/09 3:14 AM,11/2/2009,,-12.38915,142.16897,3:14:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
681,11/2/09 6:09 PM,11/2/2009,,-12.37685,142.19593,18:09:09,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
682,11/2/09 9:08 PM,11/2/2009,,-12.37602,142.1963,21:08:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
683,11/3/09 3:09 AM,11/3/2009,,-12.37864,142.21287,3:09:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
684,11/3/09 9:06 AM,11/3/2009,,-12.37799,142.21791,9:06:41,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
685,11/3/09 12:06 PM,11/3/2009,,-12.37667,142.2215,12:06:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
686,11/3/09 6:05 PM,11/3/2009,,-12.37872,142.19561,18:05:02,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
687,11/3/09 9:04 PM,11/3/2009,,-12.37687,142.19614,21:04:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
688,11/4/09 6:03 AM,11/4/2009,,-12.3865,142.18892,6:03:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
689,11/4/09 9:02 AM,11/4/2009,,-12.38583,142.18258,9:02:37,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
690,11/4/09 12:01 PM,11/4/2009,,-12.39728,142.14733,12:01:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
691,11/4/09 3:01 PM,11/4/2009,,-12.38795,142.12024,15:01:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
692,11/4/09 6:01 PM,11/4/2009,,-12.38853,142.12029,18:01:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
693,11/4/09 9:01 PM,11/4/2009,,-12.38535,142.12003,21:01:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
694,11/5/09 8:54 PM,11/5/2009,,-12.38197,142.12201,20:54:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
695,11/6/09 8:51 AM,11/6/2009,,-12.39562,142.16126,8:51:26,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
696,11/6/09 11:49 AM,11/6/2009,,-12.37407,142.19897,11:49:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
697,11/6/09 8:49 PM,11/6/2009,,-12.3763,142.20693,20:49:09,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
698,11/7/09 8:45 AM,11/7/2009,,-12.37913,142.21245,8:45:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
699,11/7/09 2:43 PM,11/7/2009,,-12.3802,142.19481,14:43:03,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
700,11/7/09 5:42 PM,11/7/2009,,-12.37961,142.19529,17:42:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
701,11/7/09 8:41 PM,11/7/2009,,-12.37681,142.19615,20:41:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
702,11/8/09 8:41 AM,11/8/2009,,-12.37607,142.19626,8:41:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
703,11/8/09 11:39 AM,11/8/2009,,-12.37817,142.20834,11:39:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
704,11/8/09 2:40 PM,11/8/2009,,-12.37807,142.21414,14:40:04,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
705,11/8/09 5:39 PM,11/8/2009,,-12.3793,142.21193,17:39:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
706,11/8/09 11:39 PM,11/8/2009,,-12.37582,142.20579,23:39:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
707,11/9/09 8:39 AM,11/9/2009,,-12.37992,142.19469,8:39:57,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
708,11/9/09 11:36 AM,11/9/2009,,-12.3781,142.20833,11:36:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
709,11/10/09 11:30 AM,11/10/2009,,-12.37819,142.21746,11:30:09,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
710,11/10/09 2:29 PM,11/10/2009,,-12.37806,142.21738,14:29:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
711,11/10/09 5:28 PM,11/10/2009,,-12.37516,142.2034,17:28:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
712,11/10/09 8:28 PM,11/10/2009,,-12.37583,142.20591,20:28:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
713,11/11/09 5:26 AM,11/11/2009,,-12.37637,142.19616,5:26:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
714,11/11/09 11:25 AM,11/11/2009,,-12.37807,142.20825,11:25:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
715,11/11/09 2:25 PM,11/11/2009,,-12.37813,142.2083,14:25:34,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
716,11/11/09 5:25 PM,11/11/2009,,-12.37814,142.20833,17:25:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
717,11/11/09 8:26 PM,11/11/2009,,-12.37823,142.20831,20:26:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
718,11/12/09 2:20 PM,11/12/2009,,-12.37452,142.19721,14:20:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
719,11/12/09 5:19 PM,11/12/2009,,-12.37658,142.19627,17:19:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
720,11/13/09 11:15 AM,11/13/2009,,-12.39459,142.14589,11:15:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
721,11/13/09 2:14 PM,11/13/2009,,-12.38612,142.11956,14:14:09,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
722,11/13/09 8:13 PM,11/13/2009,,-12.39806,142.12654,20:13:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
723,11/13/09 11:14 PM,11/13/2009,,-12.39063,142.12173,23:14:44,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
724,11/14/09 8:10 AM,11/14/2009,,-12.38869,142.12029,8:10:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
725,11/14/09 11:11 AM,11/14/2009,,-12.39093,142.12452,11:11:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
726,11/14/09 2:10 PM,11/14/2009,,-12.39112,142.12496,14:10:58,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
727,11/14/09 5:09 PM,11/14/2009,,-12.39123,142.12499,17:09:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
728,11/14/09 8:09 PM,11/14/2009,,-12.39667,142.1265,20:09:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
729,11/15/09 5:06 AM,11/15/2009,,-12.39103,142.12448,5:06:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
730,11/15/09 11:07 AM,11/15/2009,,-12.4015,142.14032,11:07:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
731,11/15/09 2:05 PM,11/15/2009,,-12.3958,142.12681,14:05:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
732,11/15/09 5:05 PM,11/15/2009,,-12.38759,142.12,17:05:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
733,11/15/09 8:05 PM,11/15/2009,,-12.38761,142.12011,20:05:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
734,11/16/09 11:02 AM,11/16/2009,,-12.28463,142.07765,11:02:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
735,11/16/09 2:01 PM,11/16/2009,,-12.26314,142.00201,14:01:20,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
736,11/16/09 5:01 PM,11/16/2009,,-12.26917,141.94969,17:01:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
737,11/16/09 8:03 PM,11/16/2009,,-12.26133,141.91642,20:03:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
738,11/18/09 7:51 AM,11/18/2009,,-12.29088,141.92844,7:51:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
739,11/18/09 4:48 PM,11/18/2009,,-12.28079,141.92232,16:48:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
740,11/18/09 7:48 PM,11/18/2009,,-12.281,141.92448,19:48:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
741,11/19/09 1:45 PM,11/19/2009,,-12.31748,141.93778,13:45:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
742,11/19/09 4:43 PM,11/19/2009,,-12.29927,141.9247,16:43:58,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
743,11/19/09 7:43 PM,11/19/2009,,-12.29701,141.92991,19:43:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
744,11/20/09 10:39 AM,11/20/2009,,-12.2686,141.9042,10:39:03,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
745,11/20/09 4:38 PM,11/20/2009,,-12.26703,141.94673,16:38:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
746,11/21/09 1:36 AM,11/21/2009,,-12.31352,142.112,1:36:02,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
747,11/21/09 4:35 AM,11/21/2009,,-12.36657,142.12261,4:35:32,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
748,11/21/09 7:35 AM,11/21/2009,,-12.39311,142.12757,7:35:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
749,11/21/09 10:35 AM,11/21/2009,,-12.39682,142.14654,10:35:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
750,11/21/09 1:35 PM,11/21/2009,,-12.3766,142.19628,13:35:20,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
751,11/21/09 7:35 PM,11/21/2009,,-12.37813,142.20838,19:35:02,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
752,11/22/09 1:29 PM,11/22/2009,,-12.38233,142.19241,13:29:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
753,11/22/09 4:28 PM,11/22/2009,,-12.37668,142.19649,16:28:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
754,11/22/09 7:28 PM,11/22/2009,,-12.37663,142.19644,19:28:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
755,11/22/09 10:28 PM,11/22/2009,,-12.3808,142.19392,22:28:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
756,11/23/09 1:25 PM,11/23/2009,,-12.37808,142.20839,13:25:40,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
757,11/23/09 4:25 PM,11/23/2009,,-12.37809,142.20836,16:25:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
758,11/23/09 7:25 PM,11/23/2009,,-12.37809,142.20839,19:25:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
759,11/23/09 10:24 PM,11/23/2009,,-12.37617,142.20682,22:24:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
760,11/24/09 1:21 PM,11/24/2009,,-12.37636,142.19622,13:21:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
761,11/24/09 4:23 PM,11/24/2009,,-12.38135,142.19329,16:23:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
762,11/25/09 1:17 PM,11/25/2009,,-12.38786,142.12044,13:17:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
763,11/25/09 7:15 PM,11/25/2009,,-12.38848,142.11997,19:15:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
764,11/25/09 10:17 PM,11/25/2009,,-12.39034,142.12169,22:17:14,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
765,11/26/09 10:14 AM,11/26/2009,,-12.39115,142.12457,10:14:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
766,11/26/09 4:13 PM,11/26/2009,,-12.39112,142.12452,16:13:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
767,11/27/09 4:07 PM,11/27/2009,,-12.37811,142.20836,16:07:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
768,11/28/09 10:02 AM,11/28/2009,,-12.37832,142.21822,10:02:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
769,11/28/09 4:00 PM,11/28/2009,,-12.37867,142.21303,16:00:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
770,11/28/09 7:00 PM,11/28/2009,,-12.37842,142.21382,19:00:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
771,11/29/09 4:00 AM,11/29/2009,,-12.37845,142.21359,4:00:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
772,11/29/09 9:58 AM,11/29/2009,,-12.38079,142.22464,9:58:42,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
773,11/29/09 3:57 PM,11/29/2009,,-12.37491,142.23412,15:57:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
774,11/29/09 6:57 PM,11/29/2009,,-12.37812,142.21829,18:57:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
775,11/30/09 6:56 AM,11/30/2009,,-12.37833,142.21426,6:56:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
776,11/30/09 9:53 AM,11/30/2009,,-12.37529,142.20567,9:53:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
777,11/30/09 12:53 PM,11/30/2009,,-12.3803,142.19481,12:53:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
778,11/30/09 3:54 PM,11/30/2009,,-12.37744,142.19626,15:54:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
779,11/30/09 6:53 PM,11/30/2009,,-12.37554,142.19659,18:53:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
780,12/1/09 9:50 AM,12/1/2009,,-12.37454,142.23507,9:50:03,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
781,12/1/09 12:49 PM,12/1/2009,,-12.3766,142.24594,12:49:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
782,12/1/09 3:48 PM,12/1/2009,,-12.3713,142.24925,15:48:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
783,12/1/09 6:48 PM,12/1/2009,,-12.3763,142.22937,18:48:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
784,12/1/09 9:48 PM,12/1/2009,,-12.3784,142.21682,21:48:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
785,12/2/09 9:46 AM,12/2/2009,,-12.37751,142.20814,9:46:57,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
786,12/2/09 9:42 PM,12/2/2009,,-12.38861,142.12006,21:42:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
787,12/3/09 9:41 AM,12/3/2009,,-12.37251,142.11913,9:41:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
788,12/3/09 12:42 PM,12/3/2009,,-12.39212,142.12798,12:42:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
789,12/3/09 3:40 PM,12/3/2009,,-12.39796,142.12636,15:40:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
790,12/3/09 6:40 PM,12/3/2009,,-12.39806,142.12645,18:40:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
791,12/4/09 6:39 AM,12/4/2009,,-12.39812,142.12658,6:39:27,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
792,12/4/09 12:37 PM,12/4/2009,,-12.37918,142.12241,12:37:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
793,12/4/09 3:36 PM,12/4/2009,,-12.32832,142.11294,15:36:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
794,12/4/09 6:36 PM,12/4/2009,,-12.30422,142.1118,18:36:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
795,12/5/09 3:36 AM,12/5/2009,,-12.27401,142.07232,3:36:01,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
796,12/5/09 9:32 AM,12/5/2009,,-12.26701,142.0124,9:32:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
797,12/5/09 12:32 PM,12/5/2009,,-12.26949,141.96216,12:32:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
798,12/5/09 3:32 PM,12/5/2009,,-12.25691,141.9246,15:32:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
799,12/6/09 9:27 AM,12/6/2009,,-12.26624,141.90477,9:27:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
800,12/6/09 12:26 PM,12/6/2009,,-12.28191,141.92425,12:26:50,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
801,12/6/09 3:26 PM,12/6/2009,,-12.28207,141.92591,15:26:56,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
802,12/6/09 6:26 PM,12/6/2009,,-12.28074,141.92453,18:26:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
803,12/7/09 12:26 AM,12/7/2009,,-12.30001,141.92878,0:26:38,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
804,12/7/09 9:25 AM,12/7/2009,,-12.30059,141.9299,9:25:08,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
805,12/7/09 12:23 PM,12/7/2009,,-12.2948,141.93,12:23:39,Aristotle,242,96272,8/11/2009,190,2/17/2010,797,male,3955,,
